ID	Date	Headline	sentiment
BN/WORLD/1318	April 23, 2025 4:04 pm 	পাকিস্তান পরেই পহেলগাঁও জঙ্গি হামলায় শোকপ্রকাশ চিনের, কী  বার্তা বেজিংয়ের?	Negative
BN/WORLD/1106	May 16, 2025 5:08 pm 	ভোলারি ঘাঁটিতে মৃত ৭ পাক বায়ুসেনা আধিকারিক! ভারতের দাবিতে সিলমোহর পাকিস্তানের	Negative
BN/KOLKATA/1354	April 26, 2025 4:44 pm 	ব্রাত্যর বাড়ির সামনে থেকে ধরনা প্রত্যাহার ‘অযোগ্য’ চাকরিহারাদের, দেখা করবেন মুখ্যমন্ত্রীর সঙ্গে	Negative
BN/KOLKATA/1341	April 27, 2025 7:15 pm 	নিজের এলাকার বাড়ি ভেঙে কড়া ব্যবস্থা! সন্ত্রাস দমনে কেন্দ্রের ভূমিকা নিয়ে প্রশ্ন কুণালের	Negative
BN/SPORTS_OTHERS/1094	January 31, 2025 2:24 pm 	‘সরকারি চাকরির ঘোষণাই প্রেরণা’, অকপট চলতি জাতীয় গেমসে বাংলার প্রথম পদকজয়ী দেবেশ	Positive
BN/KOLKATA/1254	May 4, 2025 4:53 pm 	মুর্শিদাবাদে ওয়াকফ-অশান্তি নিয়ে দিল্লিতে ‘নেগেটিভ’ রিপোর্ট রাজ্যপালের, তীব্র বিরোধিতা দুই মন্ত্রীর	Negative
BN/WORLD/1125	May 14, 2025 6:00 pm 	পাকিস্তানকে সমর্থন! তুরস্ক-আজারবাইজান ভ্রমণ বাতিল করে ‘বয়কটে’র ডাক ভারতীয়দের	Negative
BN/KOLKATA/1242	May 5, 2025 4:20 pm 	রেলের সব পার্সেল ভ্যানের বেসরকারিকরণ! প্রতিবাদে হাওড়ায় পণ্য বুকিং বন্ধ, চরম হয়রানি	Negative
BN/CRICKET/1319	May 5, 2025 8:57 pm 	আইসিসি বার্ষিক র‍্যাঙ্কিংয়ে সাদা বলে জয়জয়কার ভারতের, পতন ঘটল টেস্ট তালিকায়	Positive
BN/CINEMA/1309	April 29, 2025 7:02 pm 	‘একতরফা সম্পর্ক রাখা যায় না’, পহেলগাঁওয়ের পর পাকশিল্পীদের বয়কট চান জাভেদ আখতার	Negative
BN/KOLKATA/1068	May 20, 2025 9:00 pm 	চাকরিহারা গ্রুপ ডি-সি কর্মীদের ভাতা দেওয়ায় সিদ্ধান্তের বিরুদ্ধে মামলা হাই কোর্টে, বুধবারই শুনানির সম্ভাবনা	Negative
BN/INDIA/1192	May 21, 2025 2:32 pm 	তুরস্কে দলীয় অফিস কংগ্রেসের! ভুয়ো খবর ছড়িয়ে বিপাকে অর্ণব গোস্বামী ও অমিত মালব্য	Negative
BN/INDIA/1091	May 24, 2025 1:47 pm 	‘সন্ত্রাসবাদের বিরুদ্ধে ভারত চুপ থাকবে না’, পাকিস্তানের মুখোশ খুলতে বিদেশ সফরের আগে বার্তা থারুরের	Negative
BN/SPORTS_OTHERS/1133	December 28, 2024 2:19 pm 	দাবা চ্যাম্পিয়নশিপ থেকে ‘বিতাড়িত’ কার্লসেন! ‘কিচ্ছু যায় আসে না’, দাবি বিরক্ত তারকার	Negative
BN/FOOTBALL/1330	February 19, 2025 6:50 pm 	ডায়মন্ড হারবারের আবেদনে সাড়া, ইস্টবেঙ্গলকে কলকাতা লিগ চ্যাম্পিয়ন ঘোষণায় স্থগিতাদেশ আদালতের	Negative
BN/KOLKATA/1016	May 25, 2025 6:45 pm 	ব্যাগে জামাকাপড়ের ভিতর থরে থরে সাজানো কার্তুজ! ধর্মতলা বাসস্ট্যান্ড থেকে ধৃত ১	Negative
BN/INDIA/1312	May 17, 2025 5:00 pm 	গয়ায় আপত্তি! হিন্দুদের পবিত্র তীর্থক্ষেত্রের নয়া নাম রাখল বিহারের নীতীশ সরকার	Negative
BN/INDIA/1195	May 21, 2025 2:11 pm 	‘এত সস্তা প্রচারের লোভ কেন?’ ভর্ৎসনা করেও কর্নেল কুরেশি মামলায় অধ্যাপককে জামিন সুপ্রিম কোর্টের	Negative
BN/FOOTBALL/1437	January 17, 2025 11:45 am 	হারের হ্যাটট্রিকের ভ্রুকুটি, সঙ্গী চোট ও কার্ড সমস্যা, শুক্রবার গোয়া পাড়ি ইস্টবেঙ্গলের	Negative
BN/CINEMA/1378	April 22, 2025 5:32 pm 	পর্দায় নাগ বেশে ‘নাগিন’ তন্ত্রকে চ্যালেঞ্জ কার্তিক আরিয়ানের! কোন খেলা দেখাবে ‘নাগজিলা’?	Neutral
BN/SPORTS_OTHERS/1040	March 31, 2025 4:33 pm 	‘একদিন যারা পদক ছুড়ে মারতে চেয়েছিল সরকারের মুখে…’ ভিনেশের সরকারি সাহায্য নিয়ে তোপ যোগেশ্বরের	Negative
BN/SPORTS_OTHERS/1331	August 14, 2024 3:05 pm 	কঙ্গনার সঙ্গে তুলনা টেনে সাইনাকে ট্রোলিং নেটদুনিয়ায়, পালটা দিলেন ব্যাডমিন্টন তারকা	Negative
BN/BENGAL/1149	May 21, 2025 10:25 am 	রাজ্যে জাপানি এনকেফেলাইটিসের বলি কিশোর! জেনে নিন উপসর্গ	Negative
BN/CRICKET/1268	May 9, 2025 12:11 pm 	নিরাপত্তা নিয়ে শঙ্কিত অজি ক্রিকেটাররা, দেশে ফেরা নিয়েও বাড়ছে সংশয়	Negative
BN/WORLD/1348	April 19, 2025 10:09 am 	ভারতীয় পণ্যের জন্য বাজার খুলবে চিন! ‘বাণিজ্য ঘাটতি’ কি মেটাতে পারবে দিল্লি?	Neutral
BN/SPORTS_OTHERS/1116	January 20, 2025 9:05 am 	‘সোনার ছেলে’ নীরজের ‘সোনা বউ’, খেলার জগতে চমকে দেবে নববধূর হিমানির কীর্তিও	Positive
BN/BENGAL/1441	May 8, 2025 4:54 pm 	যুদ্ধ আবহে গাছে উঠে হাসিমারা সেনাছাউনিতে উঁকিঝুঁকি! গ্রেপ্তার ‘রহস্যময়’ যুবক	Negative
BN/BENGAL/1084	May 23, 2025 7:18 pm 	পাকিস্তান, বাংলাদেশের সঙ্গে যোগাযোগ! ১৪ দিনের জেল হেফাজতে জঙ্গি সন্দেহে ধৃত ৩	Negative
BN/SPORTS_OTHERS/1255	September 4, 2024 10:29 pm 	তিরন্দাজিতে নজির গড়ে সোনা হরবিন্দরের, প্যারালিম্পিকে ফের পদক ভারতের	Positive
BN/FOOTBALL/1025	May 20, 2025 5:40 pm 	লক্ষ্য বিশ্বকাপ, ব্রাজিলের ‘দুরবস্থা’ কাটাতে আন্সেলোত্তির সহকারীর ভূমিকায় দেখা যাবে কাকাকে!	Neutral
BN/FOOTBALL/1203	April 3, 2025 4:00 pm 	‘মহামেডানের কোনও আর্থিক দায় নেব না’, শেয়ার না পেয়ে জানাল ক্ষুব্ধ শ্রাচি	Negative
BN/FOOTBALL/1173	April 10, 2025 5:03 pm 	সোল্ড আউট! ফাইনালের সব টিকিট শেষ, আইএসএলের ঘোষণায় মাথায় হাত সবুজ-মেরুন সমর্থকদের	Negative
BN/WORLD/1354	April 18, 2025 12:07 pm 	১০০ শতাংশ বাণিজ্য চুক্তির প্রতিশ্রুতি, মেলোনি সাক্ষাতে ইউরোপের প্রতি নরম ট্রাম্প!	Positive
BN/SPORTS_OTHERS/1129	January 1, 2025 4:13 pm 	বিশ্ব ব্লিদজ চ্যাম্পিয়নশিপে ব্রোঞ্জজয় ভারতীয় দাবাড়ু বৈশালীর, উচ্ছ্বসিত প্রশংসা আনন্দের	Positive
BN/FOOTBALL/1082	May 1, 2025 2:38 pm 	একই দিনে ‘অস্তাচলে’ মেসি-রোনাল্ডোর ক্লাব, ট্রফির স্বপ্ন অধরা দুই মহাতারকার	Negative
BN/KOLKATA/1224	May 6, 2025 5:39 pm 	দিলীপ নিয়ে সাবধানী বঙ্গ বিজেপি! ‘প্রকাশ্যে বেফাঁস মন্তব্য নয়’, দলীয় বৈঠকে বার্তা সুকান্তর	Negative
BN/INDIA/1254	May 19, 2025 2:48 pm 	‘আপনার নীরবতা নিন্দনীয়’, অপারেশন সিঁদুর নিয়ে ফের জয়শংকরকে খোঁচা রাহুলের, পালটা বিজেপির	Negative
BN/CRICKET/1279	May 8, 2025 3:33 pm 	‘পারলে সকলকে বাঁচান’, অপারেশন সিঁদুরের পরই আরও এক স্টেডিয়াম উড়িয়ে দেওয়ার হুমকি	Negative
BN/WORLD/1305	April 25, 2025 6:24 pm 	ভারত-পাক সম্পর্কে মধ্যস্থতা করবেন ট্রাম্প? পাক সাংবাদিকের প্রশ্ন শুনেই থামালেন মার্কিন প্রতিনিধি	Neutral
BN/CINEMA/1294	May 1, 2025 11:50 am 	‘অনিচ্ছাকৃত’ নয়, ঠাকুরপুকুর কাণ্ডে পরিচালক ভিক্টোর বিরুদ্ধে দায়ের খুনের মামলা	Negative
BN/CINEMA/1398	April 20, 2025 3:52 pm 	‘অপরিণত সমাজ, বহু ক্ষেত্রে আমরা পিছিয়ে’, ‘ফুলে’তে সেন্সর কাঁচি চালানোয় ক্ষুদ্ধ পরিচালক	Negative
BN/FOOTBALL/1266	March 11, 2025 6:40 pm 	আর্কাদাগে হাজারো সমস্যায় বিধ্বস্ত ইস্টবেঙ্গল, প্রতিকূলতা ভুলে জিততে আত্মবিশ্বাসী অস্কার	Positive
BN/BENGAL/1311	May 14, 2025 6:53 pm 	ব্রেন স্ট্রোকে আক্রান্ত তেহট্টের বিধায়ক, নিয়োগ দুর্নীতিতে নাম জড়ানো বিধায়ক হাসপাতালে	Negative
BN/SPORTS_OTHERS/1239	September 8, 2024 11:23 am 	দ্বিতীয় হয়েও প্যারালিম্পিকে সোনা পেলেন নবদীপ, কীভাবে? নেপথ্যে রয়েছে ‘রাজনীতি’	Negative
BN/CINEMA/1149	May 14, 2025 8:38 pm 	পথকুকুরকে হকি স্টিক দিয়ে মারের হুমকি, অভিনেতা টিনু আনন্দের বিরুদ্ধে দায়ের অভিযোগ	Negative
BN/CRICKET/1163	May 16, 2025 11:51 am 	আইপিএল ফাইনাল আয়োজন করতে প্রস্তুত ইডেন, বোর্ডকে চিঠি দিল সিএবি	Positive
BN/KOLKATA/1137	May 14, 2025 7:22 pm 	জঙ্গি হামলায় শহিদদের শ্রদ্ধার্ঘ্য, সপ্তাহান্তে বিশেষ কর্মসূচি তৃণমূলের	Neutral
BN/CINEMA/1357	April 25, 2025 1:27 pm 	‘এখন ভালো ছবি তৈরি হয় কম, ক্রিয়েটিভিটিও কমেছে, যে লক্ষণটা ভালো নয়’, আক্ষেপ মৌসুমীর	Negative
BN/BENGAL/1081	May 23, 2025 8:28 pm 	ভুট্টাচাষের মরশুমে তিস্তার চরে বাড়ছে হাতির হানা, ফেন্সিং বসাতে উদ্যোগী বনদপ্তর	Negative
BN/BENGAL/1262	May 17, 2025 11:08 am 	পোশাকের ভাঁজে লুকনো আগ্নেয়াস্ত্র ও গুলি, হাতবদলের আগেই গ্রেপ্তার অস্ত্র কারবারি	Negative
BN/INDIA/1356	May 15, 2025 11:36 pm 	ভুয়ো নথিতে এনআরআই কোটায় ডাক্তারিতে ভর্তি! চার মেডিক্যাল কলেজের কোটি কোটি টাকা বাজেয়াপ্ত ইডির	Negative
BN/WORLD/1161	May 10, 2025 4:32 pm 	‘আপাতত পরমাণু অস্ত্র ব্যবহারের পরিকল্পনা নেই’, যুদ্ধ আবহে ‘পিছু হটা’র বার্তা পাক প্রতিরক্ষামন্ত্রীর, সঙ্গে হুঁশিয়ারিও	Negative
BN/KOLKATA/1187	May 9, 2025 8:40 pm 	জোকা ও মাঝেরহাট রুটের যাত্রীদের জন্য সুখবর! বাড়ছে মেট্রোর সংখ্যা	Positive
BN/SPORTS_OTHERS/1173	October 28, 2024 3:16 pm 	বিশ্ব যুব চ্যাম্পিয়নশিপে লড়বেন অঙ্কুর-সিন্ড্রেলা, পদকের খোঁজে সুইডেন যাচ্ছেন দুই বঙ্গ প্যাডলার	Positive
BN/CINEMA/1035	May 24, 2025 6:18 pm 	‘ভাই…’, আলিয়ার কান লুকে মুগ্ধ করিনা, ভ্রাতৃবধূকে ‘ফুলমার্কস’ ননদের	Positive
BN/CRICKET/1213	May 13, 2025 9:28 am 	আইপিএল শুরু হলে ভারতে ফিরবেন অজি ক্রিকেটাররা? অস্ট্রেলিয়া বোর্ডের বক্তব্যে বাড়ল বিভ্রান্তি!	Negative
BN/INDIA/1493	May 11, 2025 9:58 pm 	মধ্যপ্রদেশের গ্রামে বাঘের হানা, ঘাড় কামড়ে মহিলাকে টেনে নিয়ে গেল জঙ্গলে!	Negative
BN/BENGAL/1317	May 14, 2025 4:22 pm 	ট্রেনের কামরাই যখন লেবাররুম! তিস্তা তোর্ষা এক্সপ্রেসে ফুটফুটে সন্তানের জন্ম তরুণীর	Positive
BN/CINEMA/1102	May 18, 2025 2:09 pm 	শুভশ্রী, জিতুর ‘গৃহপ্রবেশ’-এ কি আবিরও? নতুন পোস্টারে মহা চমক	Positive
BN/CINEMA/1369	April 23, 2025 9:16 pm 	ফাওয়াদের সিনেমা রিলিজ করলে আগুন জ্বলবে! পহেলগাঁও হামলায় ফের সিনে সংগঠনের ‘বয়কটে’র মুখে পাক-নায়ক	Negative
BN/CINEMA/1361	April 24, 2025 8:24 pm 	‘বাড়ির একমাত্র রোজগেরে…’, পর্যটকদের বাঁচাতে জঙ্গিদের গুলিতে নিহত আদিলকে কুর্নিশ প্রিয়াঙ্কার	Negative
BN/INDIA/1098	May 24, 2025 9:48 am 	জামিন পেয়ে গণধর্ষণে অভিযুক্তদের শোভাযাত্রা কর্নাটকে! ভিডিও ভাইরাল হতেই ফের ঠাঁই শ্রীঘরে	Negative
BN/CRICKET/1110	May 19, 2025 6:48 pm 	ভীষ্মের প্রতিজ্ঞা! মুহূর্তের সিদ্ধান্তে মদ ছেড়ে ফিট স্টোকস, চূড়ান্ত সংযমে ভারতের বিরুদ্ধে টেস্টের প্রস্তুতি	Positive
BN/KOLKATA/1281	May 2, 2025 3:09 pm 	সল্টলেকে বিধ্বংসী আগুন, দাউদাউ জ্বলছে রাসায়নিক কারখানা	Negative
BN/INDIA/1241	May 19, 2025 7:13 pm 	‘সবার ঊর্ধ্বে দেশ’, স্থানীয় রাজনীতির বাইরে গিয়ে রাউতকে ইঙ্গিতপূর্ণ বার্তা শরদের	Neutral
BN/INDIA/1318	May 17, 2025 2:54 pm 	অপারেশন নেপচুন স্পিয়ারের সমতুল্য! লাদেন নিকেশের প্রসঙ্গ টেনে সিঁদুরের প্রশংসা ধনকড়ের	Positive
BN/WORLD/1048	May 22, 2025 6:18 pm 	‘ভারতের সঙ্গে চার বিষয়ে আলোচনা চাই’, বৈঠকের নিরপেক্ষ স্থানও বাছলেন পাক প্রধানমন্ত্রী	Neutral
BN/BENGAL/1102	May 22, 2025 9:17 pm 	তৃণমূলের ছাত্র পরিষদের কার্যালয়ে উদ্ধার কাউন্সিলরের দেহ, চাঞ্চল্য নদিয়ার হরিণঘাটায়	Negative
BN/CINEMA/1301	April 30, 2025 6:22 pm 	‘দিঘার ছেলেমেয়েদের কর্মসংস্থান হবে’, জগন্নাথধাম হওয়ায় ‘১০০ শতাংশ’ নিশ্চিত জিৎ	Positive
BN/FOOTBALL/1284	March 6, 2025 9:14 pm 	অবসর ভেঙে ফের নীল জার্সিতে! জাতীয় দলে প্রত্যাবর্তন সুনীল ছেত্রীর	Positive
BN/WORLD/1124	May 14, 2025 6:03 pm 	প্রথম হিন্দু বিদেশমন্ত্রী পাচ্ছে কানাডা! কে এই অনিতা আনন্দ?	Positive
BN/WORLD/1012	May 25, 2025 7:59 pm 	মাথায় উঠেছে জেহাদ! ইজরায়েলের মারে বেহাল দশা, যোদ্ধাদের বেতন দেওয়ারও পয়সা নেই হামাসের!	Negative
BN/BENGAL/1523	May 4, 2025 10:12 pm 	বাংলায় প্রথমবার! একইসঙ্গে মাধ্যমিক উত্তীর্ণ বিরহোড় জনজাতির ৪ ছাত্রী	Positive
BN/CINEMA/1003	May 27, 2025 8:38 pm 	পরেশকে ‘বোকা’ বলে কটাক্ষ! সাংবাদিককে ‘ধমক’ দিয়ে অক্ষয় বোঝালেন ‘হেরা ফেরি’ জুটি অটুট	Negative
BN/KOLKATA/1176	May 11, 2025 1:37 pm 	এক ধাক্কায় দ্বিগুণ তৃণমূলের শিক্ষক সংগঠনের সদস্যসংখ্যা, বহরে বাড়ছে ওয়েবকুপাও	Positive
BN/CRICKET/1345	May 4, 2025 12:14 pm 	প্লেঅফের দৌড়ে টিকে থাকার লড়াই, রাহানে শঙ্কা নিয়েই মাঠে নামছে কেকেআর	Negative
BN/FOOTBALL/1338	February 16, 2025 3:53 pm 	বুমরাহর অভাব ভোগাবে ভারতকে, চ্যাম্পিয়ন্স ট্রফির আগে হুঁশিয়ারি ওয়াকারের	Negative
BN/BENGAL/1291	May 15, 2025 1:49 pm 	৬৭২ বাতিতে আরও ঝলমলে হবে দিঘার জগন্নাথ মন্দির, কাজ শুরুর হিডকোর	Positive
BN/WORLD/1248	May 1, 2025 10:55 am 	জঙ্গি হাফিজকে রক্ষায় মরিয়া পাকিস্তান! চার গুণ বাড়ল নিরাপত্তা, ড্রোনে নজরদারি ডেরায়, মোতায়েন সেনা	Negative
BN/CINEMA/1132	May 16, 2025 10:30 am 	‘ট্রাম্প আলফা মেল হলে মোদি ওঁর বাবা’, কঙ্গনার বিস্ফোরক পোস্ট ডিলিট করালেন নাড্ডা	Negative
BN/BENGAL/1436	May 8, 2025 7:52 pm 	নীলবাতির গাড়ি চড়ে পথচারীকে ধাক্কা, শশী পাঁজার আপ্ত সহায়কের ভুয়ো পরিচয় দিয়ে গ্রেপ্তার ১	Negative
BN/CINEMA/1168	May 13, 2025 9:39 am 	‘প্রধানমন্ত্রীর নেতৃত্বেই ভারত-পাক সংঘাতে রাশ’, সেনাকে কুর্নিশ জানিয়ে মোদিস্তুতি আমির খানের	Positive
BN/BENGAL/1324	May 14, 2025 9:29 am 	আচমকা ধারালো অস্ত্রের কোপ! ভাইয়ের হাতে ‘খুন’ দাদা, নেপথ্যে সম্পত্তি?	Negative
BN/WORLD/1236	May 3, 2025 2:36 pm 	ফ্রান্সিসের পর পোপ হচ্ছেন ট্রাম্প? সোশাল মিডিয়ায় ছবি পোস্ট করতেই তুঙ্গে বিতর্ক	Negative
BN/SPORTS_OTHERS/1207	September 30, 2024 1:44 pm 	নিয়মের গেরোয় পয়েন্ট বাদ, জুনিয়র শুটিং বিশ্বচ্যাম্পিয়নশিপে পদক হাতছাড়া উমেশের	Negative
BN/WORLD/1321	April 22, 2025 11:41 pm 	পহেলগাঁওয়ে জঙ্গি হামলায় বাড়ছে হতাহতের সংখ্যা, সৌদি সফরের মাঝপথে দেশে ফিরছেন মোদি!	Negative
BN/BENGAL/1013	May 26, 2025 7:37 pm 	অভাবের সংসারে মাংস খাওয়া নিয়ে অশান্তি! স্বামীর হাতে ‘খুন’ বধূ	Negative
BN/BENGAL/1160	May 20, 2025 9:43 pm 	নাবালিকা মেয়েকে অশ্লীল মেসেজ, যৌন হেনস্তা! অশোকনগরে গ্রেপ্তার সৎ বাবা	Negative
BN/WORLD/1168	May 10, 2025 4:32 am 	‘বালোচিস্তানের স্বাধীনতা আসন্ন’, অপারেশন সিঁদুরকে পূর্ণ সমর্থন বালোচ নেতার	Negative
BN/INDIA/1139	May 22, 2025 6:36 pm 	পুলিশ হেফাজতের মেয়াদ বাড়ল জ্যোতির, ইউটিউবারের সঙ্গে সরাসরি যোগ আইএসআইয়ের?	Negative
BN/KOLKATA/1384	April 24, 2025 1:34 pm 	বিধানসভার গেটে ‘হিন্দুস্তান মুর্দাবাদ’ স্লোগান শুভেন্দুর! ভিডিও পোস্ট করে খোঁচা কুণালের	Negative
